transaction_id,transaction_time,transaction_amount,merchant_category,location,card_type,transaction_type,device_type,is_international,previous_fraud,fraud_label,fraud_prediction,fraud_probability
TXN-000019,2026-01-10T03:48:40.720Z,220.78,Gas Station,Houston,Mastercard,Online,POS Terminal,false,true,0,,
TXN-000020,2025-12-29T00:31:29.720Z,138.03,Healthcare,Seattle,Mastercard,ATM,ATM Machine,false,false,0,,
TXN-000021,2026-03-02T13:44:28.720Z,105.35,ATM Withdrawal,New York,Amex,Contactless,ATM Machine,false,false,0,,
TXN-000022,2025-12-11T05:43:26.720Z,108.65,Online Shopping,Denver,Discover,Contactless,ATM Machine,false,false,0,,
TXN-000023,2026-02-16T10:11:39.720Z,440.82,Grocery,Boston,Visa,In-Store,Mobile App,true,false,0,,
TXN-000024,2026-01-04T22:14:58.720Z,3993.28,ATM Withdrawal,Atlanta,Discover,ATM,Mobile App,true,true,1,,
TXN-000025,2026-02-16T19:16:08.720Z,2.61,Restaurant,Chicago,Discover,Online,Mobile App,false,true,1,,
TXN-000026,2026-02-21T09:59:05.720Z,78.95,Electronics,Seattle,Discover,Contactless,Mobile App,false,false,0,,
TXN-000027,2026-01-27T02:35:44.720Z,86.62,Electronics,London,Visa,ATM,Web Browser,false,false,0,,
TXN-000028,2026-01-13T21:05:23.720Z,7580.5,Online Shopping,Atlanta,Visa,In-Store,ATM Machine,false,true,1,,
TXN-000029,2026-02-09T13:18:20.720Z,11.48,Healthcare,Denver,Amex,Online,POS Terminal,false,false,0,,
TXN-000030,2025-12-25T14:46:23.720Z,77.87,Online Shopping,Atlanta,Discover,Online,Web Browser,false,false,0,,
TXN-000031,2025-12-23T05:14:17.720Z,175.03,ATM Withdrawal,Miami,Mastercard,Online,Web Browser,false,false,0,,
TXN-000032,2026-01-30T11:20:42.720Z,90.19,Healthcare,New York,Amex,ATM,Mobile App,false,false,0,,
TXN-000033,2026-01-07T04:16:31.720Z,319.42,Gas Station,Lagos,Visa,In-Store,ATM Machine,false,false,0,,
TXN-000034,2026-02-14T13:58:43.720Z,20.55,Travel,Denver,Amex,In-Store,ATM Machine,false,false,0,,
TXN-000035,2026-01-23T05:31:56.720Z,139.35,Restaurant,Atlanta,Visa,ATM,POS Terminal,false,false,0,,
TXN-000036,2026-02-17T03:57:01.720Z,39.67,Clothing,Dubai,Discover,In-Store,ATM Machine,false,false,0,,
TXN-000037,2025-12-17T13:56:30.720Z,472,Healthcare,Los Angeles,Discover,Online,Mobile App,false,false,0,,
TXN-000038,2026-03-05T06:24:34.720Z,223.62,ATM Withdrawal,San Francisco,Amex,ATM,Web Browser,false,false,0,,
TXN-000039,2026-01-02T15:02:57.720Z,28.72,Gas Station,Houston,Mastercard,Contactless,POS Terminal,false,false,0,,
TXN-000040,2026-02-22T08:19:24.720Z,231.66,Restaurant,Seattle,Amex,Contactless,Web Browser,false,false,0,,
TXN-000041,2026-02-17T12:29:28.720Z,404.56,Clothing,New York,Discover,In-Store,Web Browser,false,false,0,,
TXN-000042,2026-01-07T03:26:43.720Z,362.57,Restaurant,Los Angeles,Discover,Online,Web Browser,false,false,0,,
TXN-000043,2025-12-16T11:58:38.720Z,63.31,Electronics,Tokyo,Amex,ATM,ATM Machine,false,false,0,,
TXN-000044,2026-01-15T02:25:18.720Z,307.51,Grocery,Denver,Visa,Online,Web Browser,false,false,0,,
TXN-000045,2026-01-30T06:34:09.720Z,107.98,Healthcare,San Francisco,Amex,ATM,POS Terminal,false,false,0,,
TXN-000046,2026-02-24T01:11:20.720Z,272.95,Travel,Atlanta,Visa,ATM,POS Terminal,false,false,0,,
TXN-000047,2026-02-15T05:53:13.720Z,182.37,Gas Station,Lagos,Visa,In-Store,ATM Machine,false,false,0,,
TXN-000048,2026-01-11T15:32:41.720Z,13.95,Gas Station,Boston,Discover,ATM,Web Browser,false,false,0,,
TXN-000049,2026-01-15T16:18:52.720Z,460.46,Electronics,Boston,Mastercard,In-Store,Mobile App,false,false,0,,
TXN-000050,2025-12-25T13:43:53.720Z,495.5,Entertainment,San Francisco,Mastercard,Online,Web Browser,false,false,0,,
TXN-000051,2026-02-06T12:29:44.720Z,79.16,Clothing,London,Amex,Contactless,POS Terminal,true,false,0,,
TXN-000052,2026-02-08T14:25:45.720Z,319.82,Gas Station,New York,Mastercard,In-Store,Mobile App,true,false,0,,
TXN-000053,2026-01-14T06:08:10.720Z,445.21,Electronics,Chicago,Discover,ATM,POS Terminal,false,false,0,,
TXN-000054,2025-12-13T01:41:31.720Z,216.25,Online Shopping,London,Discover,Contactless,ATM Machine,false,false,0,,
TXN-000055,2026-01-15T13:20:29.720Z,498.66,Online Shopping,London,Mastercard,Online,Mobile App,false,false,0,,
TXN-000056,2026-03-07T04:03:39.720Z,432.16,Electronics,Houston,Discover,Online,POS Terminal,true,false,0,,
TXN-000057,2025-12-13T16:13:02.720Z,113.83,Online Shopping,Lagos,Visa,Contactless,POS Terminal,false,false,0,,
TXN-000058,2026-01-29T15:49:51.720Z,214.29,Travel,Lagos,Mastercard,Online,Mobile App,false,false,0,,
TXN-000059,2026-02-19T13:39:44.720Z,283.87,Entertainment,Dubai,Discover,In-Store,Web Browser,true,false,0,,
TXN-000060,2025-12-15T06:49:06.720Z,245.76,Travel,London,Amex,Online,Mobile App,false,false,0,,
TXN-000061,2025-12-25T15:33:41.720Z,434.35,Healthcare,New York,Amex,Contactless,POS Terminal,false,true,0,,
TXN-000062,2026-02-19T01:38:31.720Z,503.87,Entertainment,Lagos,Visa,ATM,POS Terminal,false,false,0,,
TXN-000063,2026-03-07T12:38:32.720Z,232.09,Grocery,Tokyo,Mastercard,In-Store,Web Browser,false,false,0,,
TXN-000064,2026-02-28T07:32:27.720Z,151.1,Travel,Houston,Discover,Contactless,ATM Machine,false,false,0,,
TXN-000065,2025-12-25T06:23:45.720Z,434.14,ATM Withdrawal,San Francisco,Mastercard,Contactless,POS Terminal,false,false,0,,
TXN-000066,2025-12-15T03:42:42.720Z,355.33,Restaurant,London,Discover,Contactless,ATM Machine,false,false,0,,
TXN-000067,2026-02-17T10:43:42.720Z,42.15,Entertainment,San Francisco,Discover,Contactless,Mobile App,false,false,0,,
TXN-000068,2026-01-17T01:56:52.720Z,340.99,Healthcare,New York,Mastercard,Contactless,ATM Machine,false,false,0,,
TXN-000069,2026-02-18T10:52:33.720Z,267.9,Online Shopping,Seattle,Visa,Online,Mobile App,false,false,0,,
TXN-000070,2026-03-04T04:27:21.720Z,363.95,Entertainment,Denver,Discover,In-Store,POS Terminal,false,false,0,,
TXN-000071,2026-02-15T10:34:10.720Z,233.14,Healthcare,Seattle,Discover,ATM,Web Browser,false,false,0,,
TXN-000072,2026-01-15T04:46:02.720Z,31.08,Online Shopping,Atlanta,Mastercard,In-Store,POS Terminal,true,false,0,,
TXN-000073,2026-02-22T10:32:46.720Z,342.02,Clothing,London,Amex,In-Store,ATM Machine,false,false,0,,
TXN-000074,2026-02-15T14:20:26.720Z,250.41,Travel,London,Amex,Online,ATM Machine,false,false,0,,
TXN-000075,2026-02-06T12:12:42.720Z,15.08,Electronics,Houston,Mastercard,ATM,ATM Machine,false,false,0,,
TXN-000076,2026-02-28T15:30:57.720Z,214.38,Electronics,Lagos,Amex,In-Store,Web Browser,false,false,0,,
TXN-000077,2025-12-15T02:57:39.720Z,268.13,Grocery,Lagos,Visa,ATM,ATM Machine,false,false,0,,
TXN-000078,2026-01-26T13:43:04.720Z,315.22,Gas Station,Tokyo,Mastercard,ATM,Web Browser,false,false,0,,
TXN-000079,2026-02-25T22:00:24.720Z,8023.65,Travel,Chicago,Mastercard,Online,ATM Machine,false,false,1,,
TXN-000080,2026-01-31T13:03:05.720Z,248.12,ATM Withdrawal,Houston,Discover,Contactless,ATM Machine,false,false,0,,
TXN-000081,2026-01-31T05:12:44.720Z,984.81,Restaurant,Dubai,Discover,ATM,Web Browser,true,true,1,,
TXN-000082,2025-12-12T11:44:03.720Z,445.93,ATM Withdrawal,Miami,Visa,Online,POS Terminal,false,false,0,,
TXN-000083,2026-01-01T06:10:53.720Z,102.72,Online Shopping,Tokyo,Discover,Contactless,ATM Machine,false,false,0,,
TXN-000084,2026-01-19T08:10:57.720Z,368.44,Restaurant,New York,Discover,Contactless,Web Browser,false,false,0,,
TXN-000085,2026-01-19T10:44:15.720Z,409.12,Healthcare,San Francisco,Mastercard,Online,Mobile App,false,false,0,,
TXN-000086,2026-01-27T15:28:13.720Z,391.76,Travel,Los Angeles,Mastercard,ATM,ATM Machine,false,false,0,,
TXN-000087,2025-12-23T01:46:49.720Z,386.26,Travel,London,Mastercard,Contactless,Web Browser,false,false,0,,
TXN-000088,2026-02-21T07:32:27.720Z,16.11,Travel,Chicago,Mastercard,ATM,Mobile App,false,false,0,,
TXN-000089,2025-12-10T08:49:02.720Z,120.46,Travel,New York,Visa,ATM,Web Browser,false,false,0,,
TXN-000090,2026-03-05T22:08:18.720Z,7176.84,Grocery,Atlanta,Discover,Online,Web Browser,true,true,1,,
TXN-000091,2026-03-04T08:14:09.720Z,171.47,Entertainment,San Francisco,Mastercard,In-Store,Mobile App,false,false,0,,
TXN-000092,2026-01-04T07:26:03.720Z,304.9,Restaurant,Los Angeles,Mastercard,Contactless,POS Terminal,false,false,0,,
TXN-000093,2025-12-18T14:50:34.720Z,40.51,Entertainment,Atlanta,Mastercard,ATM,Web Browser,true,false,0,,
TXN-000094,2025-12-14T09:35:16.720Z,478.42,Entertainment,Seattle,Mastercard,Contactless,POS Terminal,false,false,0,,
TXN-000095,2026-01-27T13:40:39.720Z,223.47,ATM Withdrawal,Tokyo,Discover,In-Store,Web Browser,false,false,0,,
TXN-000096,2026-02-13T04:00:10.720Z,299.69,Restaurant,San Francisco,Mastercard,ATM,Web Browser,false,false,0,,
TXN-000097,2026-01-21T09:50:13.720Z,173.54,Grocery,Houston,Amex,In-Store,Mobile App,false,false,0,,
TXN-000098,2026-01-31T01:12:07.720Z,9929.79,Gas Station,Los Angeles,Amex,Online,Mobile App,true,true,1,,
TXN-000099,2025-12-23T11:18:58.720Z,359.35,Restaurant,London,Amex,Contactless,Web Browser,false,false,0,,
TXN-000100,2026-03-01T01:31:00.720Z,460.97,Grocery,Los Angeles,Visa,In-Store,POS Terminal,false,false,0,,
TXN-000101,2026-02-14T14:10:08.720Z,443.44,Online Shopping,Los Angeles,Mastercard,Online,Mobile App,true,false,0,,
TXN-000102,2026-03-02T10:34:14.720Z,197.68,Entertainment,Chicago,Amex,Online,ATM Machine,false,false,0,,
TXN-000103,2026-03-07T04:21:56.720Z,315.96,ATM Withdrawal,Dubai,Visa,Contactless,ATM Machine,false,false,0,,
TXN-000104,2026-02-21T09:20:33.720Z,110.08,Clothing,San Francisco,Discover,ATM,Web Browser,false,false,0,,
TXN-000105,2026-02-09T15:40:00.720Z,429.82,Clothing,Miami,Visa,In-Store,POS Terminal,false,false,0,,
TXN-000106,2025-12-11T03:25:40.720Z,111.77,Grocery,Houston,Mastercard,Contactless,Web Browser,false,false,0,,
TXN-000107,2025-12-14T08:51:10.720Z,57.63,Travel,Boston,Visa,ATM,Web Browser,false,false,0,,
TXN-000108,2026-01-27T14:47:19.720Z,232.93,Online Shopping,Los Angeles,Amex,Contactless,Web Browser,false,false,0,,
TXN-000109,2025-12-09T00:56:11.720Z,416.37,Entertainment,London,Mastercard,Contactless,Web Browser,false,false,0,,
TXN-000110,2026-01-09T06:48:42.720Z,374.95,Grocery,Boston,Visa,Contactless,Mobile App,false,false,0,,
TXN-000111,2026-01-31T02:21:31.720Z,440.95,Gas Station,Boston,Visa,Contactless,POS Terminal,false,false,0,,
TXN-000112,2026-03-05T15:22:20.720Z,266.43,Healthcare,Miami,Visa,Online,POS Terminal,false,false,0,,
TXN-000113,2026-01-21T01:14:41.720Z,303.1,Restaurant,Lagos,Mastercard,ATM,Mobile App,false,false,0,,
TXN-000114,2026-01-03T03:14:39.720Z,424.52,Online Shopping,New York,Mastercard,ATM,Mobile App,true,false,0,,
TXN-000115,2026-01-29T05:17:02.720Z,33.69,ATM Withdrawal,Denver,Visa,In-Store,Web Browser,false,false,0,,
TXN-000116,2026-02-03T04:26:30.720Z,382.83,Electronics,Tokyo,Discover,Contactless,ATM Machine,false,false,0,,
TXN-000117,2025-12-12T14:20:34.720Z,230.61,Online Shopping,New York,Mastercard,Online,Mobile App,false,false,0,,
TXN-000118,2026-01-05T08:10:23.720Z,180.4,Grocery,Atlanta,Visa,In-Store,ATM Machine,false,false,0,,
TXN-000119,2026-02-25T11:19:42.720Z,491.88,Travel,San Francisco,Discover,ATM,Web Browser,false,false,0,,
TXN-000120,2025-12-25T09:18:37.720Z,198.81,Gas Station,New York,Discover,Contactless,Web Browser,false,false,0,,
TXN-000121,2026-01-23T14:33:55.720Z,307.73,Clothing,Dubai,Visa,ATM,POS Terminal,false,false,0,,
TXN-000122,2026-01-28T08:08:06.720Z,284.18,Restaurant,New York,Amex,ATM,POS Terminal,true,false,0,,
TXN-000123,2026-02-04T09:52:42.720Z,382.04,Healthcare,Los Angeles,Discover,In-Store,Mobile App,false,false,0,,
TXN-000124,2025-12-19T12:51:05.720Z,101.96,Electronics,Seattle,Visa,ATM,Mobile App,true,false,0,,
TXN-000125,2026-01-16T15:06:03.720Z,290.43,Online Shopping,Los Angeles,Amex,ATM,Web Browser,false,false,0,,
TXN-000126,2026-01-25T20:10:50.720Z,2573.48,ATM Withdrawal,San Francisco,Visa,Online,POS Terminal,false,true,1,,
TXN-000127,2025-12-14T10:32:52.720Z,272.63,Restaurant,Denver,Discover,Contactless,Mobile App,true,false,0,,
TXN-000128,2026-02-22T14:28:57.721Z,209.42,Grocery,Dubai,Mastercard,Online,Mobile App,true,false,0,,
TXN-000129,2025-12-10T06:16:47.721Z,424.61,Restaurant,London,Visa,Contactless,ATM Machine,false,false,0,,
TXN-000130,2026-02-20T08:17:33.721Z,423.41,Gas Station,Tokyo,Amex,Online,Mobile App,false,false,0,,
TXN-000131,2026-01-20T13:06:01.721Z,128.86,Gas Station,Dubai,Amex,Contactless,POS Terminal,false,false,0,,
TXN-000132,2026-02-13T06:08:29.721Z,172.25,Restaurant,New York,Discover,Contactless,ATM Machine,false,false,0,,
TXN-000133,2026-01-16T07:26:53.721Z,24.23,Clothing,Dubai,Visa,Contactless,Mobile App,false,false,0,,
TXN-000134,2026-01-08T03:39:55.721Z,161.17,Clothing,Seattle,Discover,Contactless,POS Terminal,false,false,0,,
TXN-000135,2026-02-14T10:00:18.721Z,271.67,Clothing,Lagos,Visa,Contactless,Mobile App,false,false,0,,
TXN-000136,2026-02-13T09:04:43.721Z,12.54,Gas Station,Tokyo,Visa,In-Store,Web Browser,false,false,0,,
TXN-000137,2026-01-11T14:10:18.721Z,388.11,Electronics,Dubai,Visa,Contactless,ATM Machine,false,false,0,,
TXN-000138,2026-01-19T01:24:57.721Z,270.17,Restaurant,Chicago,Discover,Online,Mobile App,false,false,0,,
TXN-000139,2025-12-17T11:24:15.721Z,35.76,Travel,San Francisco,Discover,ATM,POS Terminal,false,false,0,,
TXN-000140,2026-01-08T03:52:36.721Z,407.84,ATM Withdrawal,Denver,Visa,Contactless,Web Browser,false,false,0,,
TXN-000141,2026-02-26T08:18:58.721Z,65.16,Entertainment,Lagos,Discover,In-Store,Web Browser,false,false,0,,
TXN-000142,2026-01-12T16:29:49.721Z,495.16,Gas Station,London,Discover,ATM,Web Browser,false,false,0,,
TXN-000143,2026-02-23T13:23:28.721Z,52.72,Electronics,London,Mastercard,Online,Web Browser,false,false,0,,
TXN-000144,2026-02-27T02:59:26.721Z,147.94,Entertainment,New York,Visa,In-Store,POS Terminal,false,false,0,,
TXN-000145,2026-02-09T06:45:29.721Z,439.66,ATM Withdrawal,Dubai,Discover,In-Store,Web Browser,false,false,0,,
TXN-000146,2026-01-23T14:33:50.721Z,413.47,Restaurant,Denver,Discover,Online,POS Terminal,false,false,0,,
TXN-000147,2026-02-06T11:46:12.721Z,221.49,Travel,San Francisco,Amex,In-Store,ATM Machine,false,false,0,,
TXN-000148,2025-12-18T05:36:36.721Z,367.49,Electronics,Dubai,Amex,Online,Mobile App,true,false,0,,
TXN-000149,2026-02-06T07:48:58.721Z,224.31,ATM Withdrawal,London,Mastercard,Contactless,ATM Machine,false,false,0,,
TXN-000150,2025-12-31T03:41:37.721Z,268.01,Restaurant,Seattle,Amex,In-Store,ATM Machine,false,false,0,,
TXN-000151,2026-01-24T01:24:33.721Z,42.69,Entertainment,New York,Mastercard,Online,POS Terminal,false,false,0,,
TXN-000152,2025-12-19T15:53:58.721Z,265.04,ATM Withdrawal,Denver,Mastercard,Contactless,POS Terminal,false,false,0,,
TXN-000153,2026-01-13T12:43:37.721Z,296.97,Clothing,Chicago,Amex,Online,Mobile App,false,false,0,,
TXN-000154,2026-02-27T08:33:42.721Z,445.33,Online Shopping,San Francisco,Discover,Online,Mobile App,false,false,0,,
TXN-000155,2026-03-02T06:31:35.721Z,64.3,Online Shopping,London,Amex,In-Store,POS Terminal,false,false,0,,
TXN-000156,2026-02-05T07:08:50.721Z,447.94,Gas Station,New York,Mastercard,ATM,ATM Machine,false,false,0,,
TXN-000157,2026-01-23T16:13:00.721Z,32.37,Restaurant,New York,Amex,ATM,ATM Machine,false,false,0,,
TXN-000158,2026-02-25T12:26:44.721Z,252.73,Grocery,Denver,Mastercard,In-Store,POS Terminal,false,false,0,,
TXN-000159,2026-01-26T07:02:40.721Z,113.99,Grocery,Los Angeles,Visa,Contactless,Mobile App,false,false,0,,
TXN-000160,2026-02-19T15:47:39.721Z,327.17,Entertainment,Tokyo,Visa,Online,POS Terminal,false,false,0,,
TXN-000161,2026-02-28T13:36:06.721Z,324.61,Entertainment,New York,Visa,Contactless,POS Terminal,true,false,0,,
TXN-000162,2026-01-11T07:52:20.721Z,110.66,Travel,Denver,Amex,In-Store,POS Terminal,false,false,0,,
TXN-000163,2026-01-22T10:15:57.721Z,388.76,Grocery,London,Discover,ATM,Web Browser,false,false,0,,
TXN-000164,2026-01-19T08:54:26.721Z,377.25,Entertainment,Atlanta,Visa,Online,ATM Machine,false,false,0,,
TXN-000165,2026-02-18T06:43:35.721Z,159.02,Entertainment,Tokyo,Visa,Contactless,ATM Machine,false,false,0,,
TXN-000166,2026-01-19T05:49:31.721Z,21.46,Entertainment,Chicago,Amex,Contactless,ATM Machine,false,false,0,,
TXN-000167,2025-12-27T07:48:00.721Z,309.17,Clothing,Houston,Amex,In-Store,Mobile App,false,false,0,,
TXN-000168,2026-02-12T14:48:24.721Z,17.04,Gas Station,London,Amex,Online,Web Browser,true,false,0,,
TXN-000169,2025-12-13T11:48:32.721Z,13.65,Grocery,Denver,Visa,Online,Web Browser,false,false,0,,
TXN-000170,2026-01-21T08:17:09.721Z,387.79,Gas Station,Dubai,Discover,ATM,POS Terminal,false,false,0,,
TXN-000171,2025-12-31T08:36:56.721Z,330.59,Entertainment,New York,Discover,ATM,Web Browser,false,false,0,,
TXN-000172,2026-02-11T01:29:53.721Z,82.43,Restaurant,Chicago,Mastercard,In-Store,Web Browser,false,false,0,,
TXN-000173,2025-12-19T16:16:01.721Z,237.79,Gas Station,San Francisco,Visa,Online,Web Browser,false,false,0,,
TXN-000174,2026-02-10T05:31:20.721Z,290.17,Electronics,San Francisco,Mastercard,In-Store,POS Terminal,true,false,0,,
TXN-000175,2026-01-12T06:04:38.721Z,66.93,Healthcare,Boston,Amex,Online,Web Browser,false,false,0,,
TXN-000176,2026-02-21T01:52:45.721Z,369.85,Electronics,Los Angeles,Visa,ATM,POS Terminal,false,false,0,,
TXN-000177,2025-12-18T06:33:32.721Z,369.16,Travel,San Francisco,Discover,Contactless,POS Terminal,false,false,0,,
TXN-000178,2026-02-06T06:24:47.721Z,402.83,Entertainment,Chicago,Visa,In-Store,Web Browser,false,false,0,,
TXN-000179,2026-01-19T12:45:48.721Z,369.61,Clothing,Denver,Mastercard,ATM,Mobile App,false,false,0,,
TXN-000180,2026-01-12T16:25:05.721Z,299.19,Restaurant,New York,Mastercard,ATM,POS Terminal,false,false,0,,
TXN-000181,2026-02-11T01:33:27.721Z,306.24,Gas Station,New York,Mastercard,Online,Web Browser,false,false,0,,
TXN-000182,2026-02-27T14:05:45.721Z,217.41,ATM Withdrawal,Chicago,Mastercard,Online,Mobile App,false,false,0,,
TXN-000183,2025-12-11T09:38:10.721Z,288.95,ATM Withdrawal,Atlanta,Amex,Online,ATM Machine,false,false,0,,
TXN-000184,2026-02-16T14:04:06.721Z,114.68,Gas Station,New York,Discover,Contactless,POS Terminal,false,false,0,,
TXN-000185,2026-02-12T10:01:11.721Z,216.3,Entertainment,Boston,Mastercard,Online,ATM Machine,false,false,0,,
TXN-000186,2025-12-26T05:37:53.721Z,352.19,Online Shopping,Atlanta,Mastercard,Contactless,Web Browser,false,false,0,,
TXN-000187,2026-02-25T08:06:20.721Z,287.67,Travel,Boston,Visa,Contactless,Web Browser,false,false,0,,
TXN-000188,2026-01-14T04:25:34.721Z,44.62,Gas Station,Dubai,Amex,ATM,ATM Machine,false,false,0,,
TXN-000189,2026-02-09T03:19:36.721Z,294.23,Clothing,Atlanta,Mastercard,In-Store,Mobile App,false,false,0,,
TXN-000190,2026-01-07T00:30:42.721Z,57.8,Healthcare,Dubai,Mastercard,Online,Web Browser,false,false,0,,
TXN-000191,2025-12-10T15:34:20.721Z,440.88,Gas Station,Lagos,Visa,Contactless,POS Terminal,false,false,0,,
TXN-000192,2026-02-19T00:51:13.721Z,504.57,ATM Withdrawal,New York,Mastercard,In-Store,Web Browser,false,false,0,,
TXN-000193,2026-01-16T06:44:18.721Z,11.56,Healthcare,London,Discover,Online,ATM Machine,false,false,0,,
TXN-000194,2025-12-11T11:13:19.721Z,398.24,Online Shopping,New York,Visa,Contactless,ATM Machine,false,false,0,,
TXN-000195,2025-12-22T02:21:08.721Z,141.8,Travel,Seattle,Discover,In-Store,ATM Machine,true,false,0,,
TXN-000196,2026-02-18T08:22:04.721Z,188.12,Healthcare,New York,Amex,Online,Web Browser,true,false,0,,
TXN-000197,2026-02-02T03:01:27.721Z,103.86,Restaurant,Lagos,Visa,In-Store,Web Browser,false,false,0,,
TXN-000198,2026-02-01T07:39:52.721Z,383.35,Clothing,Boston,Mastercard,Online,Web Browser,false,false,0,,
TXN-000199,2025-12-28T06:21:09.721Z,331.29,Electronics,Houston,Visa,Contactless,Mobile App,false,false,0,,
TXN-000200,2026-01-27T07:26:45.721Z,448.77,Online Shopping,London,Visa,ATM,Web Browser,false,false,0,,
TXN-000201,2026-02-25T01:47:54.721Z,280.92,Gas Station,Dubai,Amex,Online,Mobile App,false,false,0,,
TXN-000202,2026-02-08T06:39:12.721Z,270.34,Restaurant,Seattle,Mastercard,Contactless,ATM Machine,false,false,0,,
TXN-000203,2026-01-16T07:00:42.721Z,147.12,Electronics,San Francisco,Visa,ATM,Web Browser,false,false,0,,
TXN-000204,2025-12-28T15:09:25.721Z,211.95,Online Shopping,San Francisco,Discover,In-Store,POS Terminal,false,false,0,,
TXN-000205,2026-01-18T08:26:58.721Z,424.33,Entertainment,Chicago,Visa,Contactless,ATM Machine,false,false,0,,
TXN-000206,2026-03-07T00:38:58.721Z,9.56,Online Shopping,San Francisco,Mastercard,In-Store,ATM Machine,false,false,0,,
TXN-000207,2025-12-31T15:56:16.721Z,44.68,Grocery,Boston,Discover,In-Store,ATM Machine,false,false,0,,
TXN-000208,2025-12-29T13:56:08.721Z,357.31,ATM Withdrawal,Miami,Visa,Online,Mobile App,false,false,0,,
TXN-000209,2026-01-13T11:35:36.721Z,265.7,Healthcare,Denver,Discover,In-Store,POS Terminal,false,false,0,,
TXN-000210,2026-02-27T05:36:05.721Z,372.7,Entertainment,Lagos,Mastercard,In-Store,POS Terminal,false,false,0,,
TXN-000211,2026-02-18T14:26:56.721Z,478.87,Healthcare,London,Visa,Contactless,Mobile App,false,false,0,,
TXN-000212,2026-01-08T13:56:02.721Z,391.2,Clothing,Lagos,Discover,In-Store,POS Terminal,false,false,0,,
TXN-000213,2026-03-07T07:43:08.721Z,59.41,Healthcare,Tokyo,Mastercard,In-Store,Mobile App,false,false,0,,
TXN-000214,2025-12-21T08:05:05.721Z,458.92,Healthcare,Tokyo,Amex,ATM,POS Terminal,false,false,0,,
TXN-000215,2026-02-24T00:58:36.721Z,403.22,Online Shopping,Seattle,Visa,ATM,Mobile App,false,false,0,,
TXN-000216,2026-02-28T11:53:54.721Z,289.9,Restaurant,Houston,Amex,Online,Web Browser,false,false,0,,
TXN-000217,2026-03-02T09:53:38.721Z,241.55,Travel,Tokyo,Mastercard,In-Store,Web Browser,false,false,0,,
TXN-000218,2026-01-03T06:41:47.721Z,9.05,Electronics,London,Discover,ATM,Web Browser,false,false,0,,
TXN-000219,2026-02-22T11:40:33.721Z,481.02,Restaurant,Atlanta,Amex,Contactless,Mobile App,false,false,0,,
TXN-000220,2026-01-21T09:26:47.721Z,373.21,Gas Station,Tokyo,Discover,Contactless,ATM Machine,false,false,0,,
TXN-000221,2025-12-12T06:52:49.721Z,391.15,Clothing,Boston,Mastercard,Online,Web Browser,false,false,0,,
TXN-000222,2025-12-12T12:53:05.721Z,238.38,Restaurant,Tokyo,Discover,Online,Web Browser,true,false,0,,
TXN-000223,2026-01-13T06:21:48.721Z,265.97,ATM Withdrawal,Dubai,Visa,Contactless,Web Browser,true,false,0,,
